"id вопроса
",Номер билета,"Номер вопроса
(В билете)","Тема вопроса
","Картинка
(Прямая ссылка на изображение с расширением .jpg, .png)",Вопрос,Вариант1,Вариант2,Вариант3,"Вариант4
(Если варианта 4 нет,
 то не заполнять)",Правильный ответ,Подсказка,Ссылка на видеоразбор вопросов,,id темы,Тема,Количество вопросов,Изображение,Ссылка
908,37,1,Обязанности водителей,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,К категории «В» относятся автомобили:,"С разрешенной максимальной массой не более 2,5 т и числом сидячих мест, помимо сидения водителя, не более 8.","С разрешенной максимальной массой не более 3,5 т и числом сидячих мест, помимо сидения водителя, не более 8.","С разрешенной максимальной массой не более 3,5 т и числом сидячих мест, помимо сидения водителя, не более 16.",,2,"В соответствии с Федеральным законом «О безопасности дорожного движения» п. 1 ст. 25 к категории «В» относятся автомобили с разрешенной максимальной массой не более 3,5 т и числом сидячих мест, помимо сиденья водителя, не более 8.",None,,,,,,
909,37,2,Предупреждающие знаки,https://pdd-exam.ru/img/pdd-online/bilet37-2.jpg,Какие из указанных знаков устанавливают непосредственно перед железнодорожным переездом?,Только А.,Только В.,А и В.,Только Б.,2,"Ближе всего к железнодорожному переезду устанавливается знак В (1.3.2 «Многопутная железная дорога»). Он размещается перед железнодорожными переездами без шлагбаума на одной опоре со светофорами, а при их отсутствии на расстоянии не менее 6-10 м от ближайшего рельса. Знаки А (1.1 «Железнодорожный переезд со шлагбаумом» вместе с 1.4.3 «Приближение к железнодорожному переезду») устанавливаются только на дорогах вне населенных пунктов на расстоянии не менее 50 м до начала опасного участка, а знаки Б (1.2 «Железнодорожный переезд без шлагбаума» вместе с 1.4.1 «Приближение к железнодорожному переезду») соответственно на расстоянии 150-300 м до него.",None,,,,,,
910,,,Специальные режимы движения,https://pdd-exam.ru/img/pdd-online/bilet37-2.jpg,Какие из указанных знаков устанавливают непосредственно перед железнодорожным переездом?,Только А.,Только В.,А и В.,Только Б.,2,"Ближе всего к железнодорожному переезду устанавливается знак В (1.3.2 «Многопутная железная дорога»). Он размещается перед железнодорожными переездами без шлагбаума на одной опоре со светофорами, а при их отсутствии на расстоянии не менее 6-10 м от ближайшего рельса. Знаки А (1.1 «Железнодорожный переезд со шлагбаумом» вместе с 1.4.3 «Приближение к железнодорожному переезду») устанавливаются только на дорогах вне населенных пунктов на расстоянии не менее 50 м до начала опасного участка, а знаки Б (1.2 «Железнодорожный переезд без шлагбаума» вместе с 1.4.1 «Приближение к железнодорожному переезду») соответственно на расстоянии 150-300 м до него.",None,,,,,,
911,37,3,Предписывающие знаки,https://pdd-exam.ru/img/pdd-online/bilet37-3.jpg,Вам разрешено выполнить разворот:,Только по траектории А.,По любой траектории из указанных.,Только по траектории Б.,,3,"Знак 4.3 «Круговое движение» предписывает на этом перекрестке двигаться вокруг центрального островка против часовой стрелки, в том числе и в случае, если Вы хотите развернуться для движения в обратном направлении. Следовательно, разворот по траектории А запрещен.",None,,,,,,
912,,,Разворот,https://pdd-exam.ru/img/pdd-online/bilet37-3.jpg,Вам разрешено выполнить разворот:,Только по траектории А.,По любой траектории из указанных.,Только по траектории Б.,,3,"Знак 4.3 «Круговое движение» предписывает на этом перекрестке двигаться вокруг центрального островка против часовой стрелки, в том числе и в случае, если Вы хотите развернуться для движения в обратном направлении. Следовательно, разворот по траектории А запрещен.",None,,,,,,
913,37,4,Запрещающие знак,https://pdd-exam.ru/img/pdd-online/bilet37-4.jpg,Можно ли Вам поставить автомобиль на стоянку за путепроводом?,Можно не ближе 5 м от опоры путепровода.,Можно.,Нельзя.,,3,"Зона действия знака 3.28 «Стоянка запрещена» распространяется до ближайшего перекрестка. Пересечение дорог на разных уровнях перекрестком не является (пункт 1.2 ПДД РФ). Следовательно, поставив автомобиль на стоянку в указанном месте, Вы нарушите требование запрещающего знака.",None,,,,,,
914,,,Стоянка,https://pdd-exam.ru/img/pdd-online/bilet37-4.jpg,Можно ли Вам поставить автомобиль на стоянку за путепроводом?,Можно не ближе 5 м от опоры путепровода.,Можно.,Нельзя.,,3,"Зона действия знака 3.28 «Стоянка запрещена» распространяется до ближайшего перекрестка. Пересечение дорог на разных уровнях перекрестком не является (пункт 1.2 ПДД РФ). Следовательно, поставив автомобиль на стоянку в указанном месте, Вы нарушите требование запрещающего знака.",None,,,,,,
915,,,Проезд регулируемого перекрестка,https://pdd-exam.ru/img/pdd-online/bilet37-4.jpg,Можно ли Вам поставить автомобиль на стоянку за путепроводом?,Можно не ближе 5 м от опоры путепровода.,Можно.,Нельзя.,,3,"Зона действия знака 3.28 «Стоянка запрещена» распространяется до ближайшего перекрестка. Пересечение дорог на разных уровнях перекрестком не является (пункт 1.2 ПДД РФ). Следовательно, поставив автомобиль на стоянку в указанном месте, Вы нарушите требование запрещающего знака.",None,,,,,,
916,37,5,Дорожная разметка,https://pdd-exam.ru/img/pdd-online/bilet37-5.jpg,Разрешается ли Вам перестроиться на полосу с реверсивным движением в данной ситуации?,Разрешается только для поворота налево или разворота.,Разрешается.,Запрещается.,,2,Зеленый сигнал реверсивного светофора разрешает Вам пересечь расположенную слева линию разметки 1.9 (Приложение 2) и двигаться по полосе с реверсивным движением (пункт 6.7 ПДД РФ).,None,,,,,,
917,37,6,Светофор и регулировщик,https://pdd-exam.ru/img/pdd-online/bilet37-6.jpg,Вам разрешено движение:,В любом направлении из указанных.,Только в направлении А.,В направлениях А и Б.,,2,"Со стороны груди регулировщика, когда его правая рука вытянута вперед, Вам разрешен только поворот направо по направлению А (пункт 6.10 ПДД РФ). Поворот направо во второй проезд по направлению Б не разрешен, так как ему предшествует движение прямо, что в этой ситуации запрещено.",None,,,,,,
918,37,7,Сигналы поворота,https://pdd-exam.ru/img/pdd-online/bilet37-7.jpg,Какие указатели поворота Вы обязаны включить при выполнении разворота по такой траектории?,"Сначала правого поворота, а при движении от тротуара - левого поворота.",Только правого поворота.,Только левого поворота.,,1,"Выполнить разворот на узкой дороге Вы можете только от правого края проезжей части. Прежде чем занять это положение, необходимо включить указатели правого поворота. Последующее включение указателей левого поворота информирует других участников движения о том, что Вы приступаете непосредственно к маневру разворота (пункт 8.1 ПДД РФ).",None,,,,,,
919,37,8,Перестроение,https://pdd-exam.ru/img/pdd-online/bilet37-8.jpg,"Ситуация, в которой водитель транспортного средства, движущегося по правой полосе, обязан уступить дорогу при перестроении, показана:",На правом рисунке.,На левом рисунке.,На обоих рисунках.,,2,"При перестроении с правой полосы на левую необходимо уступить дорогу легковому автомобилю, движущемуся попутно без изменения направления движения по левой полосе (левый рисунок). При одновременном перестроении преимущество имеет транспортное средство, расположенное на правой полосе (правый рисунок) (пункт 8.4 ПДД РФ).",None,,,,,,
920,37,9,Движение задним ходом,https://pdd-exam.ru/img/pdd-online/bilet37-9.jpg,Разрешено ли водителю легкового автомобиля движение задним ходом для посадки пассажира?,Разрешено.,"Разрешено, если при этом не будут созданы помехи маршрутным транспортным средствам.",Запрещено.,,3,"В данном случае подъехать задним ходом для посадки пассажира нельзя, поскольку в местах расположения остановок маршрутных ТС (знак 5.16 ) движение задним ходом запрещается (пункт 8.12 ПДД РФ).",None,,,,,,
921,37,10,Расположение ТС,https://pdd-exam.ru/img/pdd-online/bilet37-10.jpg,"В данной ситуации для того, чтобы продолжить движение в прямом направлении, Вы имеете право:","Продолжить движение только после того, как грузовой автомобиль выполнит поворот налево.",Выполнить любое из перечисленных действий.,Объехать грузовой автомобиль справа.,,2,"Для продолжения движения Вы вправе выбрать любое из перечисленных действий, поскольку можете использовать наиболее удобную полосу движения (пункт 9.4 ПДД РФ). Следует учитывать, что при перестроении на правую полосу необходимо уступать дорогу всем ТС, движущимся попутно (пункт 8.4 ПДД РФ).

Вопрос: При перестроении в правый ряд придется, нарушая ПДД, пересекать сплошную линию разметки.
Ответ: На рисунке видно, что Вы уже можете объехать грузовой автомобиль справа, не пересекая сплошную линию разметки. А в динамике, этот авто еще будет двигаться, открывая Вам больше места для маневра.",None,,,,,,
922,37,11,Обгон. Опережение. Встречный разъезд,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,"Запрещается ли выполнять обгон на мостах, путепроводах, эстакадах и под ними?",Запрещается только при наличии сплошной линии разметки.,"Запрещается только под мостами, путепроводами и эстакадами.",Запрещается.,Разрешается.,3,"Правила запрещают обгон на таких дорожных сооружениях, как мосты, путепроводы, эстакады (и под ними), а также в тоннелях (пункт 11.4 ПДД РФ).",None,,,,,,
923,37,12,Остановка,https://pdd-exam.ru/img/pdd-online/bilet37-12.jpg,Можно ли Вам остановиться в тоннеле для посадки пассажира?,Нельзя.,Можно.,"Можно, если Вы управляете легковым такси.",,1,"Остановиться в данном месте Вы не можете, так как Правила запрещают остановку в тоннелях, под эстакадами, мостами и путепроводами (пункт 12.4 ПДД РФ).",None,,,,,,
924,37,13,Светофор и регулировщик,https://pdd-exam.ru/img/pdd-online/bilet37-13.jpg,Как Вам следует поступить при повороте направо?,"Выехав на перекресток, остановиться перед пешеходным переходом, чтобы пропустить пешеходов.",Продолжить движение без остановки на перекрестке.,"Остановиться перед стоп-линией и, пропустив пешеходов, повернуть направо.",,1,"Вы можете выехать на перекресток по разрешающему сигналу светофора. Однако, поворачивая направо, Вы должны остановиться перед пешеходным переходом и уступить дорогу пешеходам, переходящим проезжую часть, на которую Вы поворачиваете (пункт 13.1 ПДД РФ).",None,,,,,,
925,37,14,Проезд равнозначного перекрестка,https://pdd-exam.ru/img/pdd-online/bilet37-14.jpg,При движении в каком направлении Вы будете иметь преимущество?,В любом направлении из перечисленных.,Только при повороте налево.,Только при повороте направо.,,1,"На данном перекрестке равнозначных дорог Вы имеете преимущество перед водителем легкового автомобиля, находящегося слева, который и должен уступить дорогу (пункт 13.11 ПДД РФ).",None,,,,,,
926,37,15,Проезд неравнозначного перекрестка,https://pdd-exam.ru/img/pdd-online/bilet37-15.jpg,Вы намерены продолжить движение прямо. Ваши действия?,Уступите дорогу трамваю.,Проедете перекресток первым.,,,1,"Ваш автомобиль и трамвай находятся на главной дороге, поэтому при определении очередности проезда данного перекрестка следует руководствоваться тем, что трамвай имеет преимущество перед безрельсовыми ТС, движущимися в попутном или встречном направлении по равнозначной дороге, независимо от направления его движения (пункт 13.9 ПДД РФ).",None,,,,,,
927,37,16,Движение задним ходом,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,На каких участках автомагистрали запрещается движение задним ходом?,Только в местах въезда или выезда с нее.,Только в местах остановок маршрутных транспортных средств.,На всем протяжении дороги.,,3,"Движение задним ходом на автомагистрали запрещено на всем протяжении дороги и по всей ее ширине, включая обочины (пункт 16.1 ПДД РФ).",None,,,,,,
928,,,Специальные режимы движения,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,На каких участках автомагистрали запрещается движение задним ходом?,Только в местах въезда или выезда с нее.,Только в местах остановок маршрутных транспортных средств.,На всем протяжении дороги.,,3,"Движение задним ходом на автомагистрали запрещено на всем протяжении дороги и по всей ее ширине, включая обочины (пункт 16.1 ПДД РФ).",None,,,,,,
929,37,17,Мопеды,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,На каких дорогах водителям мопедов запрещается поворачивать налево или разворачиваться?,На дорогах с трамвайным движением.,"На дорогах, имеющих более одной полосы для движения в данном направлении.",На всех перечисленных дорогах.,,3,"Поскольку Правила разрешают движение мопедов только по правому краю проезжей части в один ряд либо по полосе для велосипедистов (п. 24.7), использовать для движения другие полосы нельзя. Поэтому водителям мопедов запрещено поворачивать налево или разворачиваться на дорогах с трамвайным движением и на дорогах, имеющих более одной полосы для движения в данном направлении (кроме случаев, когда из правой полосы разрешен поворот налево, и за исключением дорог, находящихся в велосипедных зонах) (п. 24.8).",None,,,,,,
930,37,18,Неисправности и запрет,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,При какой неисправности запрещено дальнейшее движение на автомобиле во время дождя или снегопада?,Не действует стеклоочиститель со стороны водителя.,Неисправны или отсутствуют предусмотренные изготовителем транспортного средства стеклоочистители.,Неисправны или отсутствуют предусмотренные изготовителем транспортного средства стеклоомыватели.,,1,"Во время дождя или снегопада запрещается дальнейшее движение на ТС, если не действует стеклоочиститель со стороны водителя (п. 2.3.1).

Вопрос: Получается, что нельзя и тогда, когда просто не работают стеклоочистители?
Ответ: Вам дается уточняющий ответ про стеклоочиститель водителя. Вот если бы его не было, а ответы были бы, например, такие: 1. Не работают в установленном режиме стеклоочистители. 2. Не работают предусмотренные конструкцией транспортного средства стеклоомыватели. 3.Не работает система обогрева лобового стекла. При таких ответах правильным был бы 1.А в этом вопросе правильный
Ответ: Не действует стеклоочиститель со стороны водителя.",None,,,,,,
931,37,19,Основы безопасности,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,С увеличением скорости движения на повороте величина центробежной силы:,Не изменяется.,Увеличивается пропорционально квадрату скорости.,Увеличивается пропорционально скорости.,,2,"При прохождении поворота водителю следует учитывать, что при увеличении скорости движения ТС центробежная сила увеличивается пропорционально квадрату скорости.",None,,,,,,
932,37,20,Медицина,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,"Как оказывается первая помощь при переломах конечностей, если отсутствуют транспортные шины и подручные средства для их изготовления?","Верхнюю конечность, согнутую в локте, подвешивают на косынке и прибинтовывают к туловищу. Нижние конечности плотно прижимают друг к другу и прибинтовывают.","Верхнюю конечность, вытянутую вдоль тела, прибинтовывают к туловищу. Нижние конечности прибинтовывают друг к другу, проложив между ними мягкую ткань.","Верхнюю конечность, согнутую в локте, подвешивают на косынке и прибинтовывают к туловищу. Нижние конечности прибинтовывают друг к другу, обязательно проложив между ними мягкую ткань.",,3,"При отсутствии подручных средств для обеспечения неподвижности костей в области перелома, достаточно верхнюю конечность, согнутую в локте подвесить на косынке и прибинтовать к туловищу, а нижние конечности – друг к другу, проложив между ними мягкую ткань.",None,,,,,,
933,38,1,Общие положения,https://pdd-exam.ru/img/pdd-online/bilet38-1.jpg,Сколько пересечений проезжих частей имеет этот перекресток?,Два.,Одно.,Четыре.,,1,"Перекресток имеет два пересечения проезжих частей, так как пересекаемая дорога с разделительной полосой имеет две проезжие части (пункт 1.2 ПДД РФ).",None,,,,,,
934,38,2,Предупреждающие знаки,https://pdd-exam.ru/img/pdd-online/bilet38-2.jpg,Данные знаки предупреждают о приближении:,К железнодорожному переезду со шлагбаумом.,К месту производства работ на дороге.,К железнодорожному переезду без шлагбаума.,,1,"Знак 1.1 «Железнодорожный переезд со шлагбаумом» вне населенных пунктов устанавливается на расстоянии от 150 до 300 м до переезда, кроме того, такой же знак устанавливается повторно на расстоянии не менее 50 м до переезда. Знаки 1.4.1 - 1.4.3 «Приближение к железнодорожному переезду» являются дополнительным предупреждением о приближении к переезду. Они применяются только вне населенных пунктов.",None,,,,,,
935,,,Остановка,https://pdd-exam.ru/img/pdd-online/bilet38-2.jpg,Данные знаки предупреждают о приближении:,К железнодорожному переезду со шлагбаумом.,К месту производства работ на дороге.,К железнодорожному переезду без шлагбаума.,,1,"Знак 1.1 «Железнодорожный переезд со шлагбаумом» вне населенных пунктов устанавливается на расстоянии от 150 до 300 м до переезда, кроме того, такой же знак устанавливается повторно на расстоянии не менее 50 м до переезда. Знаки 1.4.1 - 1.4.3 «Приближение к железнодорожному переезду» являются дополнительным предупреждением о приближении к переезду. Они применяются только вне населенных пунктов.",None,,,,,,
936,38,3,Запрещающие знаки,https://pdd-exam.ru/img/pdd-online/bilet38-3.jpg,"Действие каких из указанных знаков не распространяется на транспортные средства, управляемые инвалидами I и II групп, перевозящие таких инвалидов или детей-инвалидов, если на транспортных средствах установлен опознавательный знак «Инвалид»?","Б, В и Г.",А и Б.,Б и Г.,Всех.,3,"Действие знаков 3.2 ""Движение запрещено"" (Б) и 3.28 «Стоянка запрещена» (Г) не распространяется на ТС, управляемые инвалидами I и II групп, перевозящие таких инвалидов и детей-инвалидов, если на ТС установлен опознавательный знак ""Инвалид"" (ОП, п. 8). В то же время на указанные ТС распространяется действие знаков 3.1 ""Въезд запрещен"" (А) и 3.27 «Остановка запрещена» (В).",None,,,,,,
937,,,Стоянка,https://pdd-exam.ru/img/pdd-online/bilet38-3.jpg,"Действие каких из указанных знаков не распространяется на транспортные средства, управляемые инвалидами I и II групп, перевозящие таких инвалидов или детей-инвалидов, если на транспортных средствах установлен опознавательный знак «Инвалид»?","Б, В и Г.",А и Б.,Б и Г.,Всех.,3,"Действие знаков 3.2 ""Движение запрещено"" (Б) и 3.28 «Стоянка запрещена» (Г) не распространяется на ТС, управляемые инвалидами I и II групп, перевозящие таких инвалидов и детей-инвалидов, если на ТС установлен опознавательный знак ""Инвалид"" (ОП, п. 8). В то же время на указанные ТС распространяется действие знаков 3.1 ""Въезд запрещен"" (А) и 3.27 «Остановка запрещена» (В).",None,,,,,,
938,,,Проезд регулируемого перекрестка,https://pdd-exam.ru/img/pdd-online/bilet38-3.jpg,"Действие каких из указанных знаков не распространяется на транспортные средства, управляемые инвалидами I и II групп, перевозящие таких инвалидов или детей-инвалидов, если на транспортных средствах установлен опознавательный знак «Инвалид»?","Б, В и Г.",А и Б.,Б и Г.,Всех.,3,"Действие знаков 3.2 ""Движение запрещено"" (Б) и 3.28 «Стоянка запрещена» (Г) не распространяется на ТС, управляемые инвалидами I и II групп, перевозящие таких инвалидов и детей-инвалидов, если на ТС установлен опознавательный знак ""Инвалид"" (ОП, п. 8). В то же время на указанные ТС распространяется действие знаков 3.1 ""Въезд запрещен"" (А) и 3.27 «Остановка запрещена» (В).",None,,,,,,
939,38,4,Знаки Особых предписаний,https://pdd-exam.ru/img/pdd-online/bilet38-4.jpg,Вы можете продолжить движение по крайней левой полосе:,Только налево.,Только в обратном направлении.,Налево или в обратном направлении.,,3,"Знак 5.15.2 «Направления движения по полосе», расположенный над крайней левой полосой, кроме поворота налево разрешает Вам и разворот.",None,,,,,,
940,38,5,Дорожная разметка,https://pdd-exam.ru/img/pdd-online/bilet38-5.jpg,Разрешается ли Вам остановка в этом месте?,Разрешается.,Запрещается.,Разрешается только с заездом на тротуар.,"Разрешается, если при этом не будут созданы помехи маршрутным транспортным средствам.",1,"Прерывистая желтая разметка 1.10 обозначает места, где запрещена стоянка. Линия наносится у края проезжей части или по верху бордюра и применяется самостоятельно либо со знаком 3.28 «Стоянка запрещена». Остановка при этом не запрещается, и Вы можете остановиться в указанном месте без каких-либо дополнительных условий.",None,,,,,,
941,,,Остановка,https://pdd-exam.ru/img/pdd-online/bilet38-5.jpg,Разрешается ли Вам остановка в этом месте?,Разрешается.,Запрещается.,Разрешается только с заездом на тротуар.,"Разрешается, если при этом не будут созданы помехи маршрутным транспортным средствам.",1,"Прерывистая желтая разметка 1.10 обозначает места, где запрещена стоянка. Линия наносится у края проезжей части или по верху бордюра и применяется самостоятельно либо со знаком 3.28 «Стоянка запрещена». Остановка при этом не запрещается, и Вы можете остановиться в указанном месте без каких-либо дополнительных условий.",None,,,,,,
942,38,6,Специальные сигналы,https://storage.watbot.ru/bots/53270/general/88e10f18-fca6-40cc-8a5c-ec5ade139bb1.jpeg?expires_at=1727818176&s=UJDzHs8udTOpsVYudnWwiY8nuXciRY1n62YhdR2xN5ONgQUURreVf41NkkjJIl0F&sign=a3154b119a145cb136a1be49b1ec7fd039e8ab3a269ae8adb9471f142488e512,Преимущество перед другими участниками движения имеет водитель автомобиля:,Любого из перечисленных.,Только с включенными проблесковым маячком синего (синего и красного) цвета и специальным звуковым сигналом.,Только с включенным проблесковым маячком синего или бело-лунного цвета.,Только с включенным проблесковым маячком оранжевого или желтого цвета.,2,"Водитель автомобиля имеет преимущество перед другими участниками движения только в том случае, если на его ТС одновременно включены проблесковый маячок синего цвета (маячки синего и красного цветов) и специальный звуковой сигнал (пункт 3.1 ПДД РФ).",None,,,,,,
943,38,7,Перестроение,https://pdd-exam.ru/img/pdd-online/bilet38-7.jpg,Вы намерены остановиться сразу за перекрестком. В каком месте необходимо включить указатели правого поворота?,"До въезда на перекресток, чтобы заблаговременно предупредить других водителей об остановке.",Только после въезда на перекресток.,"Место включения указателей поворота не имеет значения, так как поворот направо запрещен.",,2,"В данной ситуации включение правых указателей поворота до въезда на перекресток может быть воспринято водителем легкового автомобиля как Ваше решение повернуть направо на перекрестке. Это может послужить ему сигналом к началу движения, что создаст аварийную ситуацию. Следовательно, чтобы не вводить в заблуждение водителя легкового автомобиля, Вы должны включить указатель правого поворота только после въезда на перекресток (пункт 8.2 ПДД РФ).",None,,,,,,
944,38,8,Перестроение,https://pdd-exam.ru/img/pdd-online/bilet38-8.jpg,При съезде с дороги на прилегающую справа территорию Вы:,Пользуетесь преимуществом перед другими участниками движения.,Должны уступить дорогу только велосипедисту.,Должны уступить дорогу только пешеходам.,Должны уступить дорогу пешеходам и велосипедисту.,4,"Поворачивая во двор направо, Вы съезжаете с дороги на прилегающую территорию, поэтому должны уступить дорогу не только пешеходам, но и велосипедисту, путь движения которых Вы пересекаете (п. 8.3).",None,,,,,,
945,38,9,Разворот,https://pdd-exam.ru/img/pdd-online/bilet38-9.jpg,Разрешено ли Вам выполнить разворот при движении на подъеме?,Запрещено.,Разрешено только при видимости дороги 100 метров и более.,Разрешено.,,2,"На подъемах развороты разрешены только в местах, где видимость дороги 100 метров и более (пункт 8.11 ПДД РФ).",None,,,,,,
946,38,10,Скорость движения,https://pdd-exam.ru/img/pdd-online/bilet38-10.jpg,С какой максимальной скоростью разрешается продолжить движение при буксировке неисправного механического транспортного средства?,90 км/ч.,70 км/ч.,50 км/ч.,,3,До знака 3.25 «Конец зоны ограничения максимальной скорости» и после него скорость при буксировке неисправного механического ТС не должна превышать 50 км/ч (пункт 10.4 ПДД РФ).,None,,,,,,
947,38,11,Обгон. Опережение. Встречный разъезд,https://pdd-exam.ru/img/pdd-online/bilet38-11.jpg,Можно ли Вам начать обгон?,"Можно, если обгон будет завершен до перекрестка.",Можно.,Нельзя.,,1,"Вы приближаетесь к нерегулируемому перекрестку по второстепенной дороге (знак 2.4 «Уступите дорогу»). На нерегулируемых перекрестках обгон запрещен при движении по дороге, не являющейся главной (пункт 11.4 ПДД РФ). Следовательно, в данной ситуации обгон грузового автомобиля можно начать лишь в том случае, если он будет завершен до перекрестка.",None,,,,,,
948,38,12,Остановка,https://pdd-exam.ru/img/pdd-online/bilet38-12.jpg,Водители каких автомобилей нарушили правила остановки?,Всех перечисленных автомобилей.,Автомобилей Б и В.,Только автомобиля В.,Автомобилей А и В.,4,"В данной ситуации можно остановиться только автомобилю Б, так как Правила не запрещают остановку на левой стороне дороги с односторонним движением в населенных пунктах непосредственно за пешеходным переходом. Перед ним остановка автомобилей (А и В) запрещена (пп. пункт 12.1 ПДД РФ и пункт 12.4 ПДД РФ).",None,,,,,,
949,38,13,Светофор и регулировщик,https://pdd-exam.ru/img/pdd-online/bilet38-13.jpg,Как Вам следует поступить при повороте налево?,Уступить дорогу только автомобилю с включенными проблесковым маячком и специальным звуковым сигналом.,Уступить дорогу обоим транспортным средствам.,Проехать перекресток первым.,,2,"Данный перекрёсток — регулируемый, поэтому очередность движения на нём определяется не знаками приоритета, а сигналами светофора (пункт 6.15 ПДД РФ и пункт 13.3 ПДД РФ). Однако, несмотря на разрешающий сигнал светофора, вы обязаны уступить дорогу автомобилю с включёнными проблесковым маячком синего цвета и специальным звуковым сигналом, движущемуся по пересекаемой дороге (пункт 3.2 ПДД РФ). Поворачивая налево, вы также должны уступить дорогу легковому автомобилю, движущемуся со встречного направления (пункт 13.4 ПДД РФ)",None,,,,,,
